,회원번호,조합원상태,주소,성별,연령,배송서비스신청여부,모바일알람여부,Gold_member,탈퇴여부,연령대,구,동
5920,374266112,정상회원,수지구-신봉동,여,44.0,미신청,.,normal,정상,40대,수지구,신봉동
5921,374325504,정상회원,수지구-신봉동,여,77.0,미신청,.,normal,정상,70대,수지구,신봉동
5922,374650304,정상회원,수지구-상현동,남,80.0,미신청,.,normal,정상,80대,수지구,상현동
5923,375227520,정상회원,수지구-풍덕천동,여,47.0,신청,.,normal,정상,40대,수지구,풍덕천동
5924,375273920,정상회원,수지구-성복동,남,47.0,미신청,.,normal,정상,40대,수지구,성복동
5925,375299904,정상회원,기타-기타,여,49.0,미신청,.,normal,정상,40대,기타,기타
5926,375544896,정상회원,수지구-상현동,여,50.0,미신청,.,normal,정상,50대,수지구,상현동
5927,375552320,정상회원,기타-기타,여,61.0,미신청,.,normal,정상,60대,기타,기타
5928,37584000,정상회원,수지구-풍덕천동,여,51.0,미신청,.,normal,정상,50대,수지구,풍덕천동
5929,375969920,정상회원,수지구-상현동,여,47.0,미신청,.,normal,정상,40대,수지구,상현동
5930,376253888,정상회원,기흥구-보라동,여,67.0,미신청,.,normal,정상,60대,기흥구,보라동
5931,376625088,정상회원,수지구-신봉동,여,67.0,신청,.,normal,정상,60대,수지구,신봉동
5932,377105792,정상회원,수지구-풍덕천동,여,48.0,미신청,.,normal,정상,40대,수지구,풍덕천동
5933,377282112,정상회원,기타-기타,여,49.0,신청,.,normal,정상,40대,기타,기타
5934,377605056,정상회원,수지구-풍덕천동,여,47.0,미신청,.,normal,정상,40대,수지구,풍덕천동
5935,377612480,정상회원,수지구-신봉동,여,50.0,미신청,.,normal,정상,50대,수지구,신봉동
5936,377644032,정상회원,수지구-풍덕천동,여,50.0,미신청,수신,normal,정상,50대,수지구,풍덕천동
5937,377696000,정상회원,분당구-정자동,여,48.0,미신청,.,normal,정상,40대,분당구,정자동
5938,377950272,정상회원,서울 강남구-기타,여,49.0,미신청,.,normal,정상,40대,서울 강남구,기타
5939,377972544,정상회원,수지구-성복동,여,49.0,미신청,.,normal,정상,40대,수지구,성복동
5940,378174848,정상회원,분당구-야탑동,여,48.0,미신청,.,normal,정상,40대,분당구,야탑동
5941,378223104,정상회원,수지구-상현동,여,47.0,미신청,.,normal,정상,40대,수지구,상현동
5942,378319616,정상회원,기타-기타,여,45.0,미신청,.,normal,정상,40대,기타,기타
5943,378367872,정상회원,수지구-상현동,여,43.0,미신청,.,normal,정상,40대,수지구,상현동
5944,378416128,정상회원,서울 강남구-기타,여,45.0,미신청,.,normal,정상,40대,서울 강남구,기타
5945,378709376,탈퇴,기타-기타,여,49.0,미신청,.,normal,탈퇴,40대,기타,기타
5946,378722368,정상회원,수지구-기타,여,50.0,미신청,.,normal,정상,50대,수지구,기타
5947,378746496,정상회원,수지구-신봉동,여,47.0,미신청,.,normal,정상,40대,수지구,신봉동
5948,378861568,정상회원,수지구-상현동,여,51.0,미신청,.,normal,정상,50대,수지구,상현동
5949,379106560,정상회원,수지구-동천동,여,49.0,미신청,.,normal,정상,40대,수지구,동천동
5950,379162240,정상회원,수지구-풍덕천동,여,52.0,미신청,.,normal,정상,50대,수지구,풍덕천동
5951,379186368,정상회원,분당구-중동,여,55.0,신청,.,normal,정상,50대,분당구,중동
5952,379201216,정상회원,수지구-성복동,여,46.0,신청,.,normal,정상,40대,수지구,성복동
5953,379325568,정상회원,수원 영통구-기타,여,53.0,미신청,.,normal,정상,50대,수원 영통구,기타
5954,379362688,정상회원,기흥구-보정동,남,46.0,미신청,.,normal,정상,40대,기흥구,보정동
5955,379394240,정상회원,수지구-풍덕천동,여,48.0,미신청,.,normal,정상,40대,수지구,풍덕천동
5956,379817408,정상회원,수지구-동천동,여,67.0,미신청,.,normal,정상,60대,수지구,동천동
5957,37992320,정상회원,수지구-성복동,여,59.0,미신청,.,normal,정상,50대,수지구,성복동
5958,380329664,정상회원,수지구-신봉동,남,56.0,미신청,.,normal,정상,50대,수지구,신봉동
5959,380409472,정상회원,수지구-동천동,여,59.0,미신청,.,normal,정상,50대,수지구,동천동
5960,380658176,정상회원,수지구-풍덕천동,여,48.0,미신청,.,normal,정상,40대,수지구,풍덕천동
5961,380682304,정상회원,수지구-풍덕천동,여,43.0,미신청,.,normal,정상,40대,수지구,풍덕천동
5962,380775104,정상회원,수지구-성복동,여,54.0,미신청,.,normal,정상,50대,수지구,성복동
5963,380782528,정상회원,수지구-동천동,여,55.0,미신청,.,normal,정상,50대,수지구,동천동
5964,380806656,정상회원,분당구-백현동,여,48.0,미신청,.,normal,정상,40대,분당구,백현동
5965,380834496,정상회원,수지구-성복동,여,51.0,미신청,.,normal,정상,50대,수지구,성복동
5966,380929152,정상회원,수지구-상현동,여,43.0,미신청,.,normal,정상,40대,수지구,상현동
5967,381042368,정상회원,수지구-풍덕천동,여,50.0,미신청,.,normal,정상,50대,수지구,풍덕천동
5968,381044224,정상회원,기타-기타,여,49.0,미신청,.,normal,정상,40대,기타,기타
5969,381129600,정상회원,기타-기타,여,53.0,미신청,.,normal,정상,50대,기타,기타
5970,381240960,정상회원,수지구-신봉동,여,50.0,미신청,.,normal,정상,50대,수지구,신봉동
5971,381472960,정상회원,서울 송파구-기타,여,48.0,미신청,.,normal,정상,40대,서울 송파구,기타
5972,381593600,정상회원,수지구-풍덕천동,여,46.0,신청,.,normal,정상,40대,수지구,풍덕천동
5973,381879424,정상회원,수지구-풍덕천동,여,52.0,미신청,수신,VIP,정상,50대,수지구,풍덕천동
5974,382276608,정상회원,수지구-신봉동,여,53.0,미신청,.,normal,정상,50대,수지구,신봉동
5975,382400960,정상회원,기타-기타,여,63.0,미신청,.,normal,정상,60대,기타,기타
5976,38270720,정상회원,기흥구-보정동,여,70.0,미신청,.,normal,정상,70대,기흥구,보정동
5977,383108096,정상회원,수지구-동천동,여,45.0,미신청,.,normal,정상,40대,수지구,동천동
5978,383115520,정상회원,수지구-풍덕천동,여,48.0,신청,.,normal,정상,40대,수지구,풍덕천동
5979,383117376,정상회원,수원 영통구-기타,여,45.0,미신청,.,normal,정상,40대,수원 영통구,기타
5980,383163776,정상회원,기타-기타,여,50.0,미신청,.,normal,정상,50대,기타,기타
5981,383356800,정상회원,수지구-신봉동,여,47.0,미신청,수신,VIP,정상,40대,수지구,신봉동
5982,383483008,정상회원,분당구-야탑동,여,53.0,미신청,.,normal,정상,50대,분당구,야탑동
5983,383599936,정상회원,기타-기타,여,49.70423266683978,미신청,.,normal,정상,40대,기타,기타
5984,383921024,정상회원,수지구-상현동,여,53.0,미신청,.,normal,정상,50대,수지구,상현동
5985,384370176,정상회원,서울 송파구-기타,여,67.0,미신청,.,normal,정상,60대,서울 송파구,기타
5986,384585472,정상회원,수지구-상현동,여,59.0,신청,.,normal,정상,50대,수지구,상현동
5987,384696832,정상회원,수지구-신봉동,여,67.0,미신청,.,normal,정상,60대,수지구,신봉동
5988,384804480,정상회원,수지구-상현동,여,67.0,미신청,.,normal,정상,60대,수지구,상현동
5989,384858304,정상회원,수지구-동천동,여,48.0,미신청,.,normal,정상,40대,수지구,동천동
5990,384906560,정상회원,분당구-정자동,여,67.0,미신청,.,normal,정상,60대,분당구,정자동
5991,385079168,정상회원,수지구-풍덕천동,여,47.0,미신청,.,normal,정상,40대,수지구,풍덕천동
5992,385257344,정상회원,수지구-신봉동,여,48.0,미신청,.,normal,정상,40대,수지구,신봉동
5993,385409536,정상회원,수지구-풍덕천동,여,50.0,미신청,.,normal,정상,50대,수지구,풍덕천동
5994,385539456,정상회원,분당구-구미동,여,39.0,미신청,.,normal,정상,30대,분당구,구미동
5995,385635968,정상회원,서울 강남구-기타,여,57.0,미신청,.,normal,정상,50대,서울 강남구,기타
5996,385838272,정상회원,수지구-풍덕천동,여,50.0,미신청,.,normal,정상,50대,수지구,풍덕천동
5997,38588096,정상회원,수지구-성복동,여,50.0,미신청,수신,VIP,정상,50대,수지구,성복동
5998,385986752,정상회원,기타-기타,여,44.0,미신청,.,normal,정상,40대,기타,기타
5999,386022016,정상회원,수지구-풍덕천동,여,48.0,미신청,.,normal,정상,40대,수지구,풍덕천동
6000,386027584,정상회원,수지구-풍덕천동,여,65.0,신청,.,normal,정상,60대,수지구,풍덕천동
6001,386033152,정상회원,수지구-동천동,여,61.0,미신청,.,normal,정상,60대,수지구,동천동
6002,386365376,정상회원,수지구-신봉동,여,48.0,미신청,.,normal,정상,40대,수지구,신봉동
6003,386417344,정상회원,광주-기타,여,42.0,신청,.,normal,정상,40대,광주,기타
6004,386456320,정상회원,수지구-동천동,여,45.0,미신청,.,normal,정상,40대,수지구,동천동
6005,386599232,정상회원,수지구-성복동,여,63.0,미신청,.,normal,정상,60대,수지구,성복동
6006,386820096,정상회원,수지구-동천동,여,59.0,미신청,.,normal,정상,50대,수지구,동천동
6007,387269248,정상회원,수원 영통구-기타,여,75.0,미신청,.,normal,정상,70대,수원 영통구,기타
6008,387367616,정상회원,기흥구-보정동,여,50.0,미신청,.,normal,정상,50대,기흥구,보정동
6009,387430720,정상회원,기타-기타,여,61.0,미신청,.,normal,정상,60대,기타,기타
6010,387445568,정상회원,수지구-신봉동,여,45.0,신청,.,normal,정상,40대,수지구,신봉동
6011,387662720,정상회원,수지구-죽전동,여,50.0,미신청,.,normal,정상,50대,수지구,죽전동
6012,387725824,정상회원,수지구-상현동,여,42.0,신청,.,normal,정상,40대,수지구,상현동
6013,387850176,정상회원,기타-기타,여,49.0,미신청,.,normal,정상,40대,기타,기타
6014,387918848,정상회원,수지구-풍덕천동,여,47.0,미신청,.,normal,정상,40대,수지구,풍덕천동
6015,388024640,정상회원,수지구-동천동,여,45.0,미신청,.,normal,정상,40대,수지구,동천동
6016,38808960,정상회원,수지구-동천동,여,71.0,미신청,.,normal,정상,70대,수지구,동천동
6017,388110016,정상회원,수지구-신봉동,여,47.0,신청,.,normal,정상,40대,수지구,신봉동
6018,38842368,정상회원,수지구-동천동,여,59.0,미신청,.,normal,정상,50대,수지구,동천동
6019,388505344,정상회원,수지구-상현동,여,58.0,신청,.,normal,정상,50대,수지구,상현동
6020,38859072,정상회원,분당구-구미동,여,57.0,미신청,.,normal,정상,50대,분당구,구미동
6021,38862784,정상회원,수지구-성복동,여,72.0,신청,.,normal,정상,70대,수지구,성복동
6022,38866496,탈퇴,광주-기타,여,72.0,미신청,.,normal,탈퇴,70대,광주,기타
6023,388767040,정상회원,분당구-서현동,여,60.0,미신청,.,normal,정상,60대,분당구,서현동
6024,388878400,정상회원,수지구-상현동,남,50.0,미신청,.,normal,정상,50대,수지구,상현동
6025,38903616,정상회원,분당구-구미동,여,63.0,미신청,.,normal,정상,60대,분당구,구미동
6026,389065856,정상회원,수지구-신봉동,여,54.0,미신청,수신,VIP,정상,50대,수지구,신봉동
6027,38918464,정상회원,수지구-상현동,여,66.0,미신청,.,normal,정상,60대,수지구,상현동
6028,389223616,정상회원,수지구-풍덕천동,여,44.0,미신청,.,normal,정상,40대,수지구,풍덕천동
6029,389231040,정상회원,분당구-서현동,여,46.0,미신청,.,normal,정상,40대,분당구,서현동
6030,389294144,정상회원,분당구-판교동,여,46.0,미신청,.,normal,정상,40대,분당구,판교동
6031,38933312,정상회원,기흥구-보정동,여,73.0,미신청,.,normal,정상,70대,기흥구,보정동
6032,389425920,정상회원,수지구-성복동,여,74.0,미신청,.,normal,정상,70대,수지구,성복동
6033,389437056,정상회원,기흥구-영덕동,여,46.0,미신청,.,normal,정상,40대,기흥구,영덕동
6034,38955584,정상회원,수지구-상현동,여,64.0,미신청,.,normal,정상,60대,수지구,상현동
6035,38959296,정상회원,수지구-풍덕천동,여,57.0,미신청,수신,VIP,정상,50대,수지구,풍덕천동
6036,38968576,정상회원,기타-기타,여,73.0,미신청,.,normal,정상,70대,기타,기타
6037,389847232,정상회원,수지구-동천동,여,60.0,미신청,.,normal,정상,60대,수지구,동천동
6038,390075520,정상회원,기흥구-보정동,여,45.0,신청,.,normal,정상,40대,기흥구,보정동
6039,390095936,정상회원,분당구-백현동,여,37.0,미신청,.,normal,정상,30대,분당구,백현동
6040,39053952,정상회원,수지구-신봉동,여,60.0,신청,.,normal,정상,60대,수지구,신봉동
6041,390569216,정상회원,수지구-풍덕천동,여,48.0,미신청,.,normal,정상,40대,수지구,풍덕천동
6042,390691712,정상회원,수지구-풍덕천동,여,46.0,미신청,.,normal,정상,40대,수지구,풍덕천동
6043,390882880,정상회원,수지구-상현동,여,68.0,미신청,.,normal,정상,60대,수지구,상현동
6044,391003520,정상회원,수지구-성복동,여,58.0,미신청,.,normal,정상,50대,수지구,성복동
6045,391224384,정상회원,수지구-신봉동,남,50.0,신청,.,normal,정상,50대,수지구,신봉동
6046,391289344,정상회원,수지구-성복동,여,66.0,미신청,.,normal,정상,60대,수지구,성복동
6047,391473088,정상회원,수지구-상현동,여,48.0,미신청,.,normal,정상,40대,수지구,상현동
6048,391666112,정상회원,분당구-정자동,여,58.0,미신청,.,normal,정상,50대,분당구,정자동
6049,391695808,정상회원,수원 팔달구-기타,여,44.0,미신청,.,normal,정상,40대,수원 팔달구,기타
6050,391779328,정상회원,기타-기타,여,45.0,미신청,.,normal,정상,40대,기타,기타
6051,391994624,정상회원,수지구-신봉동,여,46.0,신청,.,normal,정상,40대,수지구,신봉동
6052,392336128,정상회원,수지구-풍덕천동,여,48.0,미신청,.,normal,정상,40대,수지구,풍덕천동
6053,392556992,정상회원,수지구-신봉동,여,56.0,미신청,.,normal,정상,50대,수지구,신봉동
6054,392584832,정상회원,수지구-상현동,남,69.0,미신청,.,normal,정상,60대,수지구,상현동
6055,392627520,정상회원,기타-기타,여,58.0,미신청,.,normal,정상,50대,기타,기타
6056,392679488,정상회원,수지구-풍덕천동,여,46.0,신청,.,normal,정상,40대,수지구,풍덕천동
6057,39284096,정상회원,수원 영통구-기타,여,55.0,미신청,.,normal,정상,50대,수원 영통구,기타
6058,39287808,정상회원,기타-기타,여,48.0,미신청,.,normal,정상,40대,기타,기타
6059,393141632,정상회원,수지구-성복동,여,40.0,미신청,.,normal,정상,40대,수지구,성복동
6060,393277120,정상회원,수지구-풍덕천동,여,48.0,신청,.,normal,정상,40대,수지구,풍덕천동
6061,393343936,정상회원,수지구-동천동,여,47.0,미신청,수신,normal,정상,40대,수지구,동천동
6062,393373632,정상회원,수지구-상현동,여,43.0,미신청,.,normal,정상,40대,수지구,상현동
6063,393429312,정상회원,수지구-성복동,여,59.0,미신청,.,normal,정상,50대,수지구,성복동
6064,393533248,정상회원,분당구-야탑동,여,43.0,미신청,.,normal,정상,40대,분당구,야탑동
6065,393538816,정상회원,수지구-풍덕천동,여,51.0,미신청,.,normal,정상,50대,수지구,풍덕천동
6066,393733696,정상회원,수지구-풍덕천동,여,50.0,미신청,.,normal,정상,50대,수지구,풍덕천동
6067,39376896,정상회원,수지구-풍덕천동,여,52.0,미신청,.,normal,정상,50대,수지구,풍덕천동
6068,39382464,정상회원,수지구-상현동,여,50.0,미신청,수신,normal,정상,50대,수지구,상현동
6069,393848768,정상회원,수지구-신봉동,여,46.0,신청,.,normal,정상,40대,수지구,신봉동
6070,393869184,정상회원,수지구-신봉동,여,48.0,미신청,.,normal,정상,40대,수지구,신봉동
6071,393980544,정상회원,수지구-동천동,여,72.0,미신청,.,normal,정상,70대,수지구,동천동
6072,393986112,정상회원,수지구-풍덕천동,여,41.0,미신청,.,normal,정상,40대,수지구,풍덕천동
6073,394155008,정상회원,수지구-동천동,여,48.0,미신청,.,normal,정상,40대,수지구,동천동
6074,394310912,정상회원,분당구-정자동,여,48.0,미신청,.,normal,정상,40대,분당구,정자동
6075,394912256,정상회원,수지구-풍덕천동,여,60.0,미신청,.,normal,정상,60대,수지구,풍덕천동
6076,394984640,정상회원,기타-기타,여,50.0,신청,.,normal,정상,50대,기타,기타
6077,395010624,정상회원,기타-기타,여,50.0,미신청,.,normal,정상,50대,기타,기타
6078,395094144,정상회원,분당구-분당동,여,59.0,신청,.,normal,정상,50대,분당구,분당동
6079,395255616,정상회원,수지구-성복동,여,68.0,미신청,.,normal,정상,60대,수지구,성복동
6080,395337280,정상회원,기타-기타,여,63.0,미신청,.,normal,정상,60대,기타,기타
6081,395444928,정상회원,분당구-수내동,여,48.0,미신청,.,normal,정상,40대,분당구,수내동
6082,395489472,정상회원,기타-기타,여,40.0,미신청,.,normal,정상,40대,기타,기타
6083,395548864,정상회원,수지구-풍덕천동,여,43.0,미신청,.,normal,정상,40대,수지구,풍덕천동
6084,395619392,정상회원,수지구-풍덕천동,여,55.0,미신청,.,normal,정상,50대,수지구,풍덕천동
6085,395849536,정상회원,분당구-분당동,여,53.0,미신청,.,normal,정상,50대,분당구,분당동
6086,395884800,정상회원,수지구-풍덕천동,여,49.0,미신청,.,normal,정상,40대,수지구,풍덕천동
6087,395977600,정상회원,수지구-풍덕천동,여,45.0,미신청,.,normal,정상,40대,수지구,풍덕천동
6088,396194752,정상회원,수지구-풍덕천동,여,43.0,미신청,.,normal,정상,40대,수지구,풍덕천동
6089,396348800,정상회원,수지구-풍덕천동,여,52.0,미신청,.,normal,정상,50대,수지구,풍덕천동
6090,39640448,정상회원,수지구-신봉동,여,47.0,미신청,수신,normal,정상,40대,수지구,신봉동
6091,396473152,정상회원,수지구-신봉동,여,82.0,미신청,.,normal,정상,80대,수지구,신봉동
6092,39653440,정상회원,수지구-신봉동,여,78.0,미신청,.,normal,정상,70대,수지구,신봉동
6093,396588224,정상회원,수지구-성복동,여,69.0,미신청,수신,normal,정상,60대,수지구,성복동
6094,396738560,정상회원,수정구-단대동,여,48.0,미신청,.,normal,정상,40대,수정구,단대동
6095,396788672,정상회원,수지구-신봉동,여,45.0,미신청,수신,VIP,정상,40대,수지구,신봉동
6096,396870336,정상회원,수지구-풍덕천동,여,45.0,미신청,수신,normal,정상,40대,수지구,풍덕천동
6097,396996544,정상회원,수지구-성복동,여,54.0,미신청,.,normal,정상,50대,수지구,성복동
6098,397061504,정상회원,수지구-기타,여,63.0,미신청,.,normal,정상,60대,수지구,기타
6099,397096768,정상회원,수지구-상현동,여,49.0,미신청,.,normal,정상,40대,수지구,상현동
6100,397304640,정상회원,수지구-성복동,여,60.0,미신청,.,normal,정상,60대,수지구,성복동
6101,397404864,정상회원,분당구-서현동,여,46.0,신청,.,normal,정상,40대,분당구,서현동
6102,397441984,정상회원,기흥구-보정동,여,72.0,미신청,.,normal,정상,70대,기흥구,보정동
6103,397486528,정상회원,수지구-죽전동,여,44.0,미신청,.,normal,정상,40대,수지구,죽전동
6104,397553344,정상회원,수지구-신봉동,여,62.0,미신청,.,VIP,정상,60대,수지구,신봉동
6105,397616448,정상회원,수지구-풍덕천동,여,55.0,미신청,수신,VIP,정상,50대,수지구,풍덕천동
6106,397685120,정상회원,수지구-상현동,여,54.0,미신청,.,normal,정상,50대,수지구,상현동
6107,397924544,정상회원,수지구-기타,여,49.0,미신청,.,normal,정상,40대,수지구,기타
6108,397982080,정상회원,수원 영통구-기타,여,53.0,미신청,.,normal,정상,50대,수원 영통구,기타
6109,39820480,정상회원,수지구-성복동,여,69.0,미신청,수신,normal,정상,60대,수지구,성복동
6110,398408960,정상회원,수지구-풍덕천동,여,47.0,미신청,.,normal,정상,40대,수지구,풍덕천동
6111,398551872,정상회원,수지구-성복동,여,71.0,신청,.,normal,정상,70대,수지구,성복동
6112,398657664,정상회원,수지구-풍덕천동,여,48.0,미신청,.,normal,정상,40대,수지구,풍덕천동
6113,398833984,정상회원,수원 영통구-기타,여,61.0,미신청,.,normal,정상,60대,수원 영통구,기타
6114,398967616,정상회원,수원 영통구-기타,여,49.0,미신청,.,normal,정상,40대,수원 영통구,기타
6115,398986176,정상회원,분당구-수내동,여,67.0,미신청,.,normal,정상,60대,분당구,수내동
6116,399231168,정상회원,수지구-풍덕천동,여,48.0,신청,.,normal,정상,40대,수지구,풍덕천동
6117,39955968,정상회원,기타-중앙동,여,73.0,미신청,.,normal,정상,70대,기타,중앙동
6118,399615360,정상회원,수지구-상현동,여,55.0,미신청,.,normal,정상,50대,수지구,상현동
6119,399804672,정상회원,수지구-풍덕천동,여,76.0,신청,.,normal,정상,70대,수지구,풍덕천동
6120,399860352,정상회원,수지구-상현동,여,45.0,미신청,.,normal,정상,40대,수지구,상현동
6121,399893760,정상회원,기타-기타,남,51.0,미신청,.,normal,정상,50대,기타,기타
6122,400133184,정상회원,처인구-역북동,여,64.0,미신청,.,normal,정상,60대,처인구,역북동
6123,400161024,정상회원,수지구-성복동,여,49.0,미신청,.,normal,정상,40대,수지구,성복동
6124,400359616,정상회원,수정구-위례(창곡)동,여,48.0,미신청,.,normal,정상,40대,수정구,위례(창곡)동
6125,400959104,정상회원,수지구-상현동,여,45.0,미신청,.,normal,정상,40대,수지구,상현동
6126,40124864,정상회원,기타-기타,여,56.0,미신청,.,normal,정상,50대,기타,기타
6127,401272768,정상회원,수지구-동천동,여,49.0,미신청,.,normal,정상,40대,수지구,동천동
6128,401462080,정상회원,분당구-정자동,여,60.0,미신청,.,normal,정상,60대,분당구,정자동
6129,401523328,정상회원,수지구-풍덕천동,여,48.0,신청,.,normal,정상,40대,수지구,풍덕천동
6130,401528896,정상회원,분당구-구미동,여,41.0,미신청,수신,normal,정상,40대,분당구,구미동
6131,401558592,정상회원,수지구-동천동,여,42.0,미신청,.,normal,정상,40대,수지구,동천동
6132,401603136,정상회원,수지구-상현동,여,46.0,미신청,.,normal,정상,40대,수지구,상현동
6133,401707072,정상회원,수원 영통구-기타,여,50.0,미신청,.,normal,정상,50대,수원 영통구,기타
6134,401781312,정상회원,수지구-상현동,여,44.0,미신청,수신,normal,정상,40대,수지구,상현동
6135,401801728,정상회원,수지구-상현동,여,68.0,신청,.,normal,정상,60대,수지구,상현동
6136,402139520,정상회원,기흥구-보정동,여,50.0,미신청,.,normal,정상,50대,기흥구,보정동
6137,402215616,정상회원,수지구-동천동,여,48.0,미신청,수신,normal,정상,40대,수지구,동천동
6138,402490304,정상회원,수원 영통구-기타,여,53.0,미신청,.,normal,정상,50대,수원 영통구,기타
6139,402492160,정상회원,수지구-상현동,여,50.0,미신청,.,normal,정상,50대,수지구,상현동
6140,402720448,정상회원,수지구-죽전동,여,44.0,미신청,.,normal,정상,40대,수지구,죽전동
6141,402835520,정상회원,수지구-동천동,남,50.0,미신청,수신,VIP,정상,50대,수지구,동천동
6142,402915328,정상회원,수지구-신봉동,여,45.0,신청,.,normal,정상,40대,수지구,신봉동
6143,402941312,정상회원,기타-기타,여,43.0,미신청,.,normal,정상,40대,기타,기타
6144,403067520,정상회원,수지구-신봉동,여,70.0,미신청,.,normal,정상,70대,수지구,신봉동
6145,403190016,정상회원,수지구-성복동,여,65.0,신청,.,normal,정상,60대,수지구,성복동
6146,403275392,정상회원,수지구-풍덕천동,여,49.0,미신청,.,normal,정상,40대,수지구,풍덕천동
6147,403279104,정상회원,수지구-동천동,여,48.0,미신청,.,normal,정상,40대,수지구,동천동
6148,403342208,정상회원,수지구-풍덕천동,여,48.0,미신청,수신,normal,정상,40대,수지구,풍덕천동
6149,403357056,정상회원,수지구-신봉동,여,57.0,미신청,.,normal,정상,50대,수지구,신봉동
6150,403473984,정상회원,서울 강남구-기타,여,49.0,미신청,.,normal,정상,40대,서울 강남구,기타
6151,403620608,정상회원,수원 팔달구-기타,여,57.0,미신청,.,normal,정상,50대,수원 팔달구,기타
6152,403769088,정상회원,수지구-성복동,여,43.0,미신청,.,normal,정상,40대,수지구,성복동
6153,403991808,정상회원,기흥구-보정동,여,53.0,미신청,.,normal,정상,50대,기흥구,보정동
6154,404047488,정상회원,수지구-성복동,여,56.0,미신청,.,normal,정상,50대,수지구,성복동
6155,404075328,정상회원,기흥구-상갈동,여,48.0,미신청,.,normal,정상,40대,기흥구,상갈동
6156,404077184,정상회원,수지구-성복동,여,52.0,미신청,수신,normal,정상,50대,수지구,성복동
6157,404238656,정상회원,수지구-신봉동,여,43.0,미신청,.,normal,정상,40대,수지구,신봉동
6158,404463232,정상회원,기타-기타,여,55.0,미신청,.,normal,정상,50대,기타,기타
6159,404999616,정상회원,수지구-풍덕천동,여,46.0,미신청,.,normal,정상,40대,수지구,풍덕천동
6160,405090560,정상회원,수지구-상현동,여,42.0,미신청,.,normal,정상,40대,수지구,상현동
6161,405129536,정상회원,수지구-동천동,여,47.0,미신청,.,normal,정상,40대,수지구,동천동
6162,405231616,정상회원,서울 송파구-기타,여,50.0,미신청,.,normal,정상,50대,서울 송파구,기타
6163,405599104,정상회원,기타-기타,여,48.0,미신청,.,normal,정상,40대,기타,기타
6164,405853376,정상회원,수지구-풍덕천동,여,59.0,미신청,.,normal,정상,50대,수지구,풍덕천동
6165,405890496,정상회원,기흥구-보정동,여,46.0,미신청,.,normal,정상,40대,기흥구,보정동
6166,405964736,정상회원,수지구-동천동,여,48.0,미신청,.,normal,정상,40대,수지구,동천동
6167,406423168,정상회원,수지구-풍덕천동,여,53.0,미신청,.,normal,정상,50대,수지구,풍덕천동
6168,406580928,정상회원,분당구-구미동,여,47.0,미신청,.,normal,정상,40대,분당구,구미동
6169,406592064,정상회원,수지구-상현동,여,50.0,미신청,수신,VIP,정상,50대,수지구,상현동
6170,406632896,정상회원,수지구-풍덕천동,여,51.0,미신청,수신,VIP,정상,50대,수지구,풍덕천동
6171,406649600,정상회원,수지구-풍덕천동,여,50.0,미신청,.,normal,정상,50대,수지구,풍덕천동
6172,406889024,정상회원,수지구-풍덕천동,여,48.0,미신청,.,normal,정상,40대,수지구,풍덕천동
6173,406931712,정상회원,수지구-신봉동,여,50.0,미신청,.,normal,정상,50대,수지구,신봉동
6174,407043072,정상회원,수지구-성복동,여,58.0,미신청,수신,normal,정상,50대,수지구,성복동
6175,407106176,정상회원,수지구-성복동,여,62.0,신청,.,normal,정상,60대,수지구,성복동
6176,407245376,정상회원,수지구-풍덕천동,여,52.0,미신청,수신,VIP,정상,50대,수지구,풍덕천동
6177,407369728,정상회원,기타-기타,여,64.0,미신청,.,normal,정상,60대,기타,기타
6178,407375296,정상회원,수지구-풍덕천동,여,53.0,미신청,.,normal,정상,50대,수지구,풍덕천동
6179,407451392,정상회원,수지구-동천동,여,44.0,신청,.,normal,정상,40대,수지구,동천동
6180,407599872,정상회원,서울 강남구-기타,여,47.0,미신청,.,normal,정상,40대,서울 강남구,기타
6181,407603584,정상회원,수지구-성복동,여,56.0,미신청,.,normal,정상,50대,수지구,성복동
6182,407677824,정상회원,수지구-성복동,여,50.0,미신청,.,normal,정상,50대,수지구,성복동
6183,407750208,정상회원,수지구-풍덕천동,여,48.0,미신청,.,normal,정상,40대,수지구,풍덕천동
6184,407817024,정상회원,수지구-상현동,여,52.0,미신청,수신,normal,정상,50대,수지구,상현동
6185,407837440,정상회원,수지구-상현동,여,56.0,미신청,수신,normal,정상,50대,수지구,상현동
6186,407863424,정상회원,수지구-죽전동,여,55.0,미신청,.,normal,정상,50대,수지구,죽전동
6187,407902400,정상회원,수지구-동천동,여,52.0,신청,.,normal,정상,50대,수지구,동천동
6188,408152960,정상회원,수지구-동천동,여,56.0,신청,.,normal,정상,50대,수지구,동천동
6189,408156672,정상회원,기흥구-구갈동,남,53.0,미신청,.,normal,정상,50대,기흥구,구갈동
6190,408201216,정상회원,기타-기타,여,56.0,미신청,.,normal,정상,50대,기타,기타
6191,408214208,정상회원,수지구-상현동,여,71.0,미신청,.,normal,정상,70대,수지구,상현동
6192,408242048,정상회원,기흥구-동백동,여,47.0,미신청,.,normal,정상,40대,기흥구,동백동
6193,408299584,정상회원,기타-기타,여,62.0,미신청,.,normal,정상,60대,기타,기타
6194,408713472,정상회원,수지구-풍덕천동,여,54.0,미신청,.,normal,정상,50대,수지구,풍덕천동
